source,target,gas_price,block_timestamp,gas,nonce,token_official_site,value,abuse,max_fee_per_gas,max_priority_fee_per_gas
0x95a5147bd3979d0947603a662c16c5d2eac40e17,0x00192fb10df37c9fb26829eb2cc623cd1bf599e8,1000000000,2021-01-16 17:53:06,50000,1575740,null,0.050025661999999999,null,null,null
0x95a5147bd3979d0947603a662c16c5d2eac40e17,0x00192fb10df37c9fb26829eb2cc623cd1bf599e8,1000000000,2021-01-11 14:07:24,50000,1555835,null,0.050676243000000003,null,null,null
0x95a5147bd3979d0947603a662c16c5d2eac40e17,0x00192fb10df37c9fb26829eb2cc623cd1bf599e8,1000000000,2021-01-06 13:41:13,50000,1532712,null,0.050528370000000003,null,null,null
0xc6f0510e1c054ce0ee1e9e77e249803d94435343,0x0a858cb1b2ed56d2e2c319a4610990857d7d1df9,123000001459,2021-02-14 01:06:36,21000,151,null,0.029999999999999999,null,null,null
0x803f24b32070b0c2d0f6d8f22876845ccf81c339,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,220000000000,2021-02-09 14:19:11,61810,7,null,0.000000000000000000,null,null,null
0x803f24b32070b0c2d0f6d8f22876845ccf81c339,0x0d8775f648430679a709e98d2b0cb6250d2887ef,190000000000,2021-02-09 14:15:20,62462,6,null,0.000000000000000000,null,null,null
0x803f24b32070b0c2d0f6d8f22876845ccf81c339,0xae0ef5a3af40b05b30f14581275f4f30b95447ca,140000000000,2021-02-08 17:48:54,21000,5,null,0.007630000000000000,null,null,null
0x803f24b32070b0c2d0f6d8f22876845ccf81c339,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,460000000000,2021-02-08 14:04:28,62830,4,null,0.000000000000000000,null,null,null
0x803f24b32070b0c2d0f6d8f22876845ccf81c339,0x0abdace70d3790235af448c88547603b945604ea,430000000000,2021-02-08 13:43:47,153028,3,null,0.000000000000000000,null,null,null
0x803f24b32070b0c2d0f6d8f22876845ccf81c339,0x6fe3b68c7faba8cd43ee23f28e175e0560aef52c,87500000000,2021-01-10 15:02:20,21000,21,null,0.008524100122989280,null,null,null
0x803f24b32070b0c2d0f6d8f22876845ccf81c339,0x6fe3b68c7faba8cd43ee23f28e175e0560aef52c,100000000000,2021-01-10 10:58:42,21000,1,null,0.050000000000000003,null,null,null
0x803f24b32070b0c2d0f6d8f22876845ccf81c339,0x6fe3b68c7faba8cd43ee23f28e175e0560aef52c,97500000000,2021-01-10 11:11:22,21000,8,null,0.055080285473833993,null,null,null
0x803f24b32070b0c2d0f6d8f22876845ccf81c339,0x6fe3b68c7faba8cd43ee23f28e175e0560aef52c,85000000000,2021-01-10 11:05:30,21000,2,null,0.050000000000000003,null,null,null
0xfa1f96a4e8f2c51ec6bd4e88abff1a2b6a1ed489,0xa090e606e30bd747d4e6245a1517ebe430f0057e,26000000000,2021-06-26 07:25:44,21000,6,null,0.003722121000000000,null,null,null
0x5e184671608188f654912a46ac6e4d582a622aab,0x09c17ae551df4615f64d9cd12733d4cdac3fda2e,70000001347,2021-05-09 10:43:48,21000,50,null,0.013699469710119065,null,null,null
0x2f387ae54cdbe6d184fc0e79dd002e10d352c583,0x4a0a354b7312d0d0da53f6a56ce3081b3be19d13,14280000000,2021-06-27 11:23:12,21000,1,null,0.001988032000000000,null,null,null
0x8fac7eb5a860e489ba015b7039c7e404fc192aed,0x3abdbb8131ce9668fc68afb0d73c55b4fed59fea,26000000000,2021-06-11 19:11:58,21000,2,null,4.299999999999999822,null,null,null
0x8fac7eb5a860e489ba015b7039c7e404fc192aed,0xdac17f958d2ee523a2206206994597c13d831ec7,50000000000,2021-07-15 12:35:33,92218,53,null,0.000000000000000000,null,null,null
0x8fac7eb5a860e489ba015b7039c7e404fc192aed,0xdac17f958d2ee523a2206206994597c13d831ec7,24000000000,2021-06-28 05:06:10,92242,52,null,0.000000000000000000,null,null,null
0x8fac7eb5a860e489ba015b7039c7e404fc192aed,0x28c6c06298d514db089934071355e5743bf21d60,30000000000,2021-06-11 19:32:21,42000,51,null,4.305431740999999590,null,null,null
0x8fac7eb5a860e489ba015b7039c7e404fc192aed,0x9be89d2a4cd102d8fecc6bf9da793be995c22541,24000000000,2021-06-11 00:00:46,89646,50,null,0.000000000000000000,null,null,null
0x8fac7eb5a860e489ba015b7039c7e404fc192aed,0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,192000000000,2021-02-01 22:02:47,76252,49,null,0.000000000000000000,null,null,null
0x8fac7eb5a860e489ba015b7039c7e404fc192aed,0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,87000000000,2021-01-26 04:01:08,76276,48,null,0.000000000000000000,null,null,null
0x8fac7eb5a860e489ba015b7039c7e404fc192aed,0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,101000000000,2021-01-02 20:02:31,76252,47,null,0.000000000000000000,null,null,null
0x90c3fc88f5d2fbfd171c7332836959c6cb25322f,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,98632720801,2021-10-03 17:24:13,150000,10640187,null,0.543118070000000008,null,null,null
0x90c3fc88f5d2fbfd171c7332836959c6cb25322f,0x4ebc5fc8224b7dbbaadb581e67cd61025b66e9da,29000000000,2021-05-01 10:49:38,21000,212,null,0.062033747041169665,null,null,null
0x90c3fc88f5d2fbfd171c7332836959c6cb25322f,0x4c0d95377c430a863ee2a988b45eb12fa43fb6bf,121500000000,2021-01-14 13:37:04,21000,102,null,0.319134499999999988,null,null,null
0x90c3fc88f5d2fbfd171c7332836959c6cb25322f,0x28c6c06298d514db089934071355e5743bf21d60,80000000000,2021-10-03 17:33:42,42000,80,null,0.895603621041169640,null,null,null
0x90c3fc88f5d2fbfd171c7332836959c6cb25322f,0xdac17f958d2ee523a2206206994597c13d831ec7,368000000000,2021-05-10 11:16:15,92194,79,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0xc098b2a3aa256d2140208c3de6543aaef5cd3a94,327500000000,2021-02-23 20:15:22,25200,191199,null,2.878057239999999961,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,350000000000,2021-02-04 16:56:04,21000,3944569,null,0.294999999999999984,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x708396f17127c42383e3b9014072679b2f60b82f,60000000000,2021-01-18 05:45:37,21000,55125,null,0.814999999999999947,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0xb5d581ea8ad319ca6b07931733de66cfe4914b9c,45000000000,2021-07-23 22:42:54,21000,198,null,0.147211923661954375,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,26000000000,2021-05-30 12:50:05,224293,196,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,22000000000,2021-05-30 12:51:10,228454,197,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x83e6f1e41cdd28eaceb20cb649155049fac3d5aa,25000000000,2021-05-30 12:48:46,58454,195,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,24000000000,2021-05-30 12:46:58,232632,194,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0xf1365ab39e192808b5301bcf6da973830e9e817f,19000000000,2021-05-30 12:15:44,55923,193,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,19000000000,2021-05-30 12:13:02,173827,192,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0xdac17f958d2ee523a2206206994597c13d831ec7,60000000000,2021-05-18 11:56:29,69145,191,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x3593d125a4f7849a1b059e64f4517a86dd60c95d,40000000000,2021-04-25 10:34:34,77913,190,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x3593d125a4f7849a1b059e64f4517a86dd60c95d,40000000000,2021-04-25 10:28:14,44088,189,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x11c70caa910647d820bd014d676dcd97edd64a99,40000000000,2021-04-25 10:23:50,218934,188,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0xa0a7525d0c79b940a1a3fe33881c66e4e1fab026,200000000000,2021-04-01 16:18:16,21000,187,null,1.300000000000000044,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,220000000000,2021-04-01 16:16:34,200000,186,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,193000000000,2021-04-01 16:15:09,200000,185,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x50de6856358cc35f3a9a57eaaa34bd4cb707d2cd,193000000000,2021-04-01 16:08:23,48821,184,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x9e15ad979919bb4db331bfe864475ae3bffeba93,125000000000,2021-03-24 09:09:18,300000,182,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x3593d125a4f7849a1b059e64f4517a86dd60c95d,125000000000,2021-03-24 09:07:26,66754,181,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x9e15ad979919bb4db331bfe864475ae3bffeba93,130900000000,2021-03-24 09:05:17,300000,180,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x9e15ad979919bb4db331bfe864475ae3bffeba93,130000000000,2021-03-24 09:04:01,155076,179,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x11c70caa910647d820bd014d676dcd97edd64a99,124000000000,2021-03-24 09:15:02,300000,183,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,187000000000,2021-03-17 01:33:43,303536,178,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x2fec94310e23e3a60f29e7d28dfba1ddaf465afb,120000000000,2021-03-11 14:43:44,302580,177,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,73000000000,2021-03-03 06:37:34,169262,176,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0xfca59cd816ab1ead66534d82bc21e7515ce441cf,63000000000,2021-03-03 06:30:28,49823,175,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,200000000000,2021-03-02 17:18:19,278641,174,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,180000000000,2021-03-02 17:17:31,278641,173,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,130000000000,2021-02-27 18:23:33,235360,172,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0xca1207647ff814039530d7d35df0e1dd2e91fa84,116000000000,2021-02-27 18:22:26,52240,171,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,84000000000,2021-02-27 05:37:19,86808,170,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,90000000000,2021-02-27 05:33:19,136547,169,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,175000000000,2021-02-25 02:37:05,220426,168,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x4691937a7508860f876c9c0a2a617e7d9e945d4b,147000000000,2021-02-25 02:28:01,48690,166,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,160000000000,2021-02-24 05:29:19,363921,165,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0xa1afffe3f4d611d252010e3eaf6f4d77088b0cd7,140000000000,2021-02-24 05:27:57,48871,164,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,194000000000,2021-02-24 02:38:36,174068,163,null,1.680286118394166639,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,286000000000,2021-02-23 20:29:43,235625,162,null,1.249731518257635177,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0xa0a7525d0c79b940a1a3fe33881c66e4e1fab026,183000000000,2021-02-21 21:26:17,21000,161,null,2.399999999999999911,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,166000000000,2021-02-21 21:19:41,168150,160,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,250000000000,2021-02-19 20:21:49,168150,159,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,133000000000,2021-02-19 20:01:56,200373,158,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x6c171687c4d716250f89aa867a8711a58fd21e3a,162000000000,2021-02-18 05:55:11,21000,157,null,2.504999999999999893,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x3c03b4ec9477809072ff9cc9292c9b25d4a8e6c6,142839195795,2021-02-18 05:49:51,49821,155,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,145000000000,2021-02-18 05:51:57,169167,156,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x3b5d2b254224954547a33cbf753bcaa5eb4b27bd,90000000000,2021-02-17 13:36:38,221693,154,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,106000000000,2021-02-17 13:25:08,296192,153,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0xcd4ec7b66fbc029c116ba9ffb3e59351c20b5b06,145000000000,2021-02-13 15:36:27,239769,152,null,1.051649999999999974,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,134200000000,2021-02-13 15:29:57,169177,151,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0xa0a7525d0c79b940a1a3fe33881c66e4e1fab026,127000000000,2021-02-12 22:11:03,21000,150,null,0.550000000000000044,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x111111111117dc0aa78b770fa6a738034120c302,150000000000,2021-02-12 19:44:02,66571,148,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x111111125434b319222cdbf8c261674adb56f3ae,130000000000,2021-02-12 19:48:50,217946,149,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x4ee7c0f5480eb1edd8902a5e8b991ed52992d5f5,135000000000,2021-02-12 19:38:52,150000,147,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x3b62f3820e0b035cc4ad602dece6d796bc325325,200000000000,2021-02-04 17:11:40,48953,145,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x52d904eff2605463c2f0b338d34abc9b7c3e3b08,242550002406,2021-02-04 16:48:25,48821,143,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,250000000000,2021-02-04 16:59:17,199376,144,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,178000000000,2021-02-04 17:14:53,199757,146,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x28cb7e841ee97947a86b06fa4090c8451f64c0be,100927322030,2021-01-24 17:04:54,48846,141,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,106700000000,2021-01-24 17:06:40,250000,142,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7240ac91f01233baaf8b064248e80feaa5912ba3,65000001459,2021-01-24 15:10:34,48928,139,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,65000000000,2021-01-24 15:11:42,400000,140,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,62000000000,2021-01-24 14:59:17,250000,138,null,0.728254700231419694,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,61000000000,2021-01-24 14:57:02,350000,137,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,60000000000,2021-01-24 14:50:25,262196,135,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,60000000000,2021-01-24 14:51:57,214157,136,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x6b175474e89094c44da98b954eedeac495271d0f,49500000000,2021-01-24 09:56:37,48793,133,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,49500000000,2021-01-24 10:00:40,137241,134,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,150000000000,2021-01-22 15:02:06,145174,132,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x0e3cc2c4fb9252d17d07c67135e48536071735d9,130000000000,2021-01-22 15:00:55,44429,131,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x0e3cc2c4fb9252d17d07c67135e48536071735d9,130000000000,2021-01-22 14:59:58,48871,130,null,0.000000000000000000,null,null,null
0xd561de53e344a945e0a7a96da27bdbe627ed8e03,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,56000000000,2021-01-21 21:41:09,204860,129,null,0.000000000000000000,null,null,null
